text,label
今日同朋友係佐敦附近行街，想搵日本野食，一諗就諗到性價比同質素都高ge七福神和食亭，食到飽飽，滋味無窮👍🏻 串燒5品盛盒：串燒5品盛盒有雞中翼，豬頸肉，雞軟骨，冬菇，小青椒，非常豐富，外層帶點咸香，很惹味！ 燒大蝦串：啖啖蝦肉，滋味無窮👍🏻 軟蟹天婦羅：香脆ge軟蟹天婦羅外脆內軟，入口依然鮮味無窮，蟹肉軟綿綿，如果佐酒應該唔錯！ 東京風茄子煮：很鮮甜ge茄子，配上木魚絲更惹味，而且茄子唔會太腍，口感不錯！ 網燒牛扒定食：呢份午市定食性價比同質素都好高！$58一set，牛扒大大份，而且肉質嫩滑，好味又飽滿！ 山型香桃雪葩：香桃雪葩非常清香，而且甜而不膩，係夏日炎炎中享受呢款雪葩就最好不過！ 椰子雪葩：雪葩帶有淡淡清香ge椰香，口感非常順滑👍🏻             177               205               212               258               236,1
如果要食放題一定會揀呢間，因為有海膽，款式亦是最多，雪糕亦比平時的餐廳更多。雪糕的牌子會有Häagen-Dazs，和一些日本或韓國的牌子。 佢仲有一個椰子雞湯非常好飲，差不多每一台都會叫。,0
睇openrice呢間餐廳評分很高，係頭十名 入選飯店 所以一班姊妹 去幫襯下。今日天色麻麻，我哋好早去到安排坐喺窗邊梳化位置 望到對面街嘅風景。好舒服環境係唔錯嘅。 咁收得咁嘅價錢當然唔可以馬虎啦。 我哋叫咗佢嘅招牌蟹餅 明太子意粉三文魚沙律 同埋雞翼薯條呢啲小食 。食物質素一般。以這個價錢可以做好些。另外飲品 賣相較差 由於沒有 清水供應 客人通常都要叫杯 特飲呃like但係 所謂嘅特飲只係罐頭生果加梳打水買成70~80元 好唔抵囉。,2
環保減碳嘅餐廳，本來我係食肉獸而且最鍾意食牛肉，今日就試吓走肉啦！走進厚福街吸引眼球的 2DP。餐廳主打高質素食&甜品。             65   黑松露忌廉雜菌扁意粉 $86 唔郁的黑松露香味，忌廉入口幼滑，新鮮的集菌，口感偏硬的扁意粉。 素牛漢堡伴薯條 $102 好鍾意食薯條，急不及待食條脆卜卜粗薯條。素牛味道果然好逼真，配合埋蔬菜味道不錯，質感與正常漢堡包差不多。 最後仲試咗一個美味嘅甜品 士多啤梨窩夫 伴鐵觀音意大利雪糕。Gelato 口感很滑而且有濃郁的鐵觀音香氣，啖啖茶香。再配埋窩夫一齊食，口感有層次。 2DP 食物賣相夠靚，環境有格調，都算幾抵食，回頭率高！             218,1
有朋友想去行位於摩士公園嘅年宵，所以近近地去黃大仙中心覓食。因為同行嘅朋友都幾鍾意食日本野，所以就去中心翻新之後開嘅和氣食。 入去第一眼唔覺得裝修好日式，行簡約風格，去到時間尚早，比人安排坐一個角落，安靜舒適 首先叫咗一個 温泉玉子牛油果凱撒沙律 份量好足，而且沙律菜都好新鮮 第二樣叫咗 廣島蠔寄世鍋（推薦） 聽個名以為只有蠔，點知仲有幾樣海鮮，有驚喜！入面仲有一啲粉絲、豆腐，因為有海鮮關係，所以個湯好鮮甜，而且其他配料都索曬湯嘅鮮甜味，足料又好味！ 接住就有 櫻花蝦鯛魚湯泡飯 我覺得泡飯算係日式餐廳少有嘅菜式 呢間餐廳嘅做法係上菜嘅時候先會將湯係你面前淋上，咁做避免飯過度泡係湯而發大又淋咗 之後上咗兩款壽司：火炙宮崎和牛壽司，三文魚海鮮脆脆卷 和牛無燒得太熟，仲保留咗好靚嘅medium pink，牛味重 而脆脆卷就大件抵食 下一樣係 金蒜燒日本米茄子 用咗蒜燒嘅茄子特別惹味，而且茄子唔係薄薄一塊，好厚身！ 最後！我最愛嘅刺身：五點刺身盛 在我而言，刺身唔一定要厚切，相反厚度適中最重要，而且食落一定唔可以有雪藏味，一定要新鮮！咁我覺得和氣都做到，望落去刺身個色幾靚~ 我唔係經常落黃大仙中心食野，但偶然食到呢間日本野真心唔錯，而且因爲坐落屋邨商場，價錢貴極有限，大眾化價錢嘅日本料理，食得過,1
行開佐敦就搵下附近有咩好食，見到呢間”七福神和食亭”既野食都幾吸引，而且價錢都唔太貴，就一於決定試一試！ Lunch時間都比較多人，但好快都安排都位！上到去就比較迫同埋好熱，唔知係咪冇開冷氣！ 睇睇menu，好多野食都好吸引，就叫左三文魚腩同帶子刺身！ 三文魚腩好肥美，充滿油份，食落都幾新鮮！ 而帶子就好清甜好新鮮！ 另外叫左個芝士焗蠔，好似$70/3隻 最驚喜係佢隻蠔係超大隻，配埋啲芝士，正！ 仲叫左個豬軟骨拉麵🍜set就跟埋2件三文魚壽司同埋野飲！拉麵湯就有少少咸，整體都ok！ 竟然係佐敦搵到價錢合理既日本菜，值得再試！,2
"Chef Stage de Eddy Chu 是一間我回頭幫襯率幾高又有品質保証的西餐廳, 但我還真是頭一次在茶市時間來到。鬼叫今日的日程真的太滿了, 辛苦死了, 午餐都未食。餓腸轆轆, 一於找間好的餐廳去奬勵一下自己, 於是同同行來了這餐廳, 好開揚的店面, 坐得舒服又不太嘈雜, 是抖抖腳的好地方。 太餓了, 我點了個特餐而朋友早有準備食了個勁大早餐故只點了一個茶餐。細看兩者的差別就是我多了一個海鮮拼盤, 但一看內含的食材就真的值了。 海絴盤包了一隻味濃的蠔﹑一隻實肉彈牙﹒鮮味的紅蝦﹑一大大粒浸在特調的日本味噌蜜糖汁的刺生Grade的帶子, 鮮甜味足令人連汁都不錯過。 一粒東蔭功汁的東風螺, 以為咁嗆的汁會蓋哂了螺鮮, 事實郤相反, 兩者配在一起, 鮮味倍增。最有還有足足四片的蟶了刺生, 爽口鮮味, 沾沾那微辣香草汁，真的好食都停不了。 雖是下午茶但無論是蒜蓉法包, 還是那蛋都是交足貨, 前者是熱脆剛出爐，後者炒蛋鮮﹑滑, 太陽蛋橙紅橙紅的好討喜, 好新鮮蛋味濃厚。煙三魚, 友人說不死咸好鮮, 我的火腿厚切, 肉質嫩滑多汁, 又有咬口, 蜜糖味淡淡的反而帶出火腿的咸香, 好味。 我們交換了湯意粉的餸, 雞扒同黑毛豬都是厚切, 同是汁多味足。 雞肉勝在夠滑, 豬就勝在油香味足, 齒頰留香。 飽餐後來杯即磨咖啡或是鍚蕑茶底的凍檸茶都是極滿足。",1
"平日晚餐去食的, 大約7:00. 都坐滿, 不過未至於要等位. 叫咗個魚生飯. 大約100蚊. 成個飯唔喺好多. 男仔應該食唔飽. 魚生感覺都ok lah, 普普通通. 只喺價錢有少少唔值, 都唔飽. 侍應好足夠, 上菜又快. 另一個好處喺任坐, 坐得都舒服. 食完飯都仲可以吹好耐水. 餐牌choices都幾多. 有魚生飯, 咖喱飯, 又有火鍋, 冷麵同烏冬. 如果對食物要求無話好高, 純粹想一大班人食餐飯, 吹下水, 都算喺一個唔錯既地方. 起碼超近黃大仙地鐵站.",2
"Heard about chicken pot a lot in Hong Kong but never have a chance to try until my friend brought me to this place in Prince Edward. It is not too hard to locate as it is close to the MTR station A exit and walk around 4 min towards Mong Kok direction.  First, order the kind of pot that you want. It is either chicken with cheese or chicken with spice. Ordered the cheese one in small pot. The actual pot amazed us with tones of cheese and red onion. It looks very yummy and delicious. Cant wait for the cheese to melt and try the chicken. The pot truly did not disappoint us, the chicken meat is tender and rich in taste. Not too salty and very juicy, especially all are wrapped by layers of cheese and onion.  After you finished the chicken, you are supposed to add soup and do it like a hot pot thing. Hence the soup is actually rich enough as there was chicken and its flavour in it. We ordered bunch of hot pot food.  Needs to highlight the wague beef. It comes in big portion and it tastes tender and yummy. Totally worth it  Also love the beef tongue. No joke all their food come in big portion.  You can tell the quality is fresh and decent. And the price is not expensive  My friend also recommended the below. It is mince shrimp with seasoning. It tastes like shrimp cake  Another interest item is the fish noodles. It comes with the plastic bag so you create your own noodles in the pot. It also mixed with black truffle The wasabi squad ball is my another favourite. It is spicy in the middle and chewy on the outside. Very special kind of squid ball that you rarely get it outside  After all the meat. Time to have some veggie to balance it out. The mixed choice of mushroom and corn tastes good and matched with the cheese . It takes it to another level other than regular hot pot  A side dish which is cheese spring roll. I like it because it is crispy and the filling inside tastes good  Here is how crazy we ordered for the night",1
以下所點的就是二人晚餐，跟男友吃就剛剛好大家飽肚。 法式焗田螺是我到訪每間餐廳都會點的，這個焗田螺就用香草烤焗，薯蓉及田螺都焗得很熱，田螺吸收了香草香味，加上田螺大隻，都幾食。不過薯蓉可以再軟綿以及多汁一點，因都偏向少少乾身。 鹽燒三文魚，魚肉很多加上肉質幾滑，擠上檸檬汁後更加惹味。但建議在碟上加設一限牛油紙，可以吸取三文魚的油脂。 燒牛舌，它是剛剛好熟的，而且牛舌滑又爽口，肉汁都算多，推介的！ 軟殼蟹壽司，吃得出軟殼蟹炸得鬆軟又香口，蟹肉都算多，加上油份唔算多，令整體感覺幾Light !,1
收工約朋友食飯，緊係要搵個就腳走既地方🤩 例如係佐敦(其實食開都係佐敦多😂)             174               188   今日就來左七福神食晚飯，因為入面都係有熱食，刺身，丼飯，燒物等。一次過可以滿足曬幾個願望 我地三人叫左以下食物: 壽司拼盤：  有分鐮倉（18件）同 東山（24件）。 叫左18件拼盤壽司，仲有炙五味包括: 鰻魚，三文魚，蝦，吞拿魚，鴨胸各一件。 拼盤三個人食剛好，有甜蛋，三文魚，油甘魚，吞拿魚等。拼盤好處係每樣都可以食啲🤣 壽司🍣上的魚生夠凍夠新鮮！ 海膽魚子丼，魚子夠大粒。將海膽同飯撈匀，竟然另有一番風味，吾錯！ 關西風玉子燒（6件），上菜時玉子暖暖的，適合立即食！玉子質感夠軟身，食落好香蛋味。加上少許蘿蔔蓉，反而仲加突出蛋既香味。 厚切牛舌，兩串共6件。有咬口，燒得軟硬適中。牛舌十分多汁，不會乾爭爭，好香牛味！愈咬愈香。 大蒜牛油燒銀鱈魚，大蒜配銀鱈魚係新鮮特別的組合，銀鱈魚好嫩滑，淋有燒汁。大蒜熟左有小小甜味，蒜味不重，可惜大蒜比較難夾出來。配有小小沙律菜，食完蒜再食菜，可以清新下🤣 清酒煮海蜆: 湯有淡淡清酒味，熱度合適。海蜆十分嫩滑同新鮮，有蔥同小小辣椒吊味。 總體上菜快，有效率。 全埸滿座，見到服務員都比較忙碌。 見經理都好努力甘招呼好每枱客，值得一讚👍👍,1
169    素食與茶配本來並非甚麼新鮮事，但 2DP 的就是非一般的素茶配，首先它疑似一家甜品店多於素菜料理店，雖然門外有大大個易拉架，列出素食餐吸客，看那自家製的素牛扒漢堡及素全日早餐皆非常吸引，賣相豐富美味；但看清楚餐牌，其實主要賣以茶入饌的雪糕、甜點及飲料， 再加上店舖裝潢，白色為主調，簡約時尚，不過亦可能是我自己先入為主而已，不少客人是來吃午餐的。  以茶入饌甜點作組合，微調一下包裝及組合，便是新意。 吃過午飯才到的我倆，注意力只好集中在甜點上，本來就是打算來狂吃雪糕的，因為普洱朱古力、意式鐵觀音及熱情果雪糕，聽名字已經垂涎欲滴！  我們試了三款招牌甜點，各有不同風格，様靚有新意。 天堂卷          天堂卷  店主推介的第一招牌，精心泡製，以慢火熬製四小時的紅豆配頂級抹茶粉、人手做出來的蛋卷異常鬆軟，忌廉幼滑、紅豆香腍、卷身軟熟，甜度適中，口感豐富有層次，機乎媲美名抹茶店。 創意意式鐡觀音雪糕，其實亦混合了抹茶，顔色被青綠蓋過，質感幼滑富奶香，而淡淡的鐡觀音茶香不經意地撲出。         啫喱 伴碟的啫喱更是茶香四溢，嗅到鐵觀音茶之香，溶化在口中如喝淡茶。 再吃些配菜如椰絲、士多啤梨及藍梅，感覺完滿。  半熟芝士燉蛋          半熟芝士燉蛋 另一款半熟芝士燉蛋，配普洱朱古力雪糕，朱古力雪糕天生麗質沒有可能輸，可可豆的微甘、混合了普洱的茶香，適宜靜心感受。  我對半熟蛋糕認識不多，這份半熟芝士燉蛋，食落如固體與液體之間的質感，還需學習如何欣賞，口感倒是極滑，芝士混合了蛋的味道，以多士條醮來吃，別有風味。  普洱榛子茶壺          普洱榛子茶壺   茶壺造型有心思，蓋、嘴及手挽位是朱古力，壼身是榛子朱古力慕絲，肥美之最，多層組合，有少許脆脆口感，榛子不明顯。         普洱榛子茶壺          普洱榛子茶壺   同樣配上普洱朱古力雪糕，剛才未吃夠，現在大滿足。  創意不乏，造型有設計，環境整潔，侍應清潔快手，但冷氣太涼了。,2
很多吃素的朋友跟我一樣，平日在香港都在家吃或自己煮居多，所以對於市面上有甚麼素食餐廳並不熟悉。我是因為開始拍菜菜子vs肉肉子這個節目，才開始比較留意。這天約素食朋友吃飯，就想起半年前吃過的2DP，在尖沙咀位置方便，值得再吃一遍。 黑杞子蜜糖菊花茶 HK$30 這個寧神安眠的菊花茶冷熱均可，原來這裡無糖茶品冷飲都用玻璃樽，還印上自家LOGO超精緻。黑杞子泡久了就會慢慢釋放紫色花青素，變身一個夢幻的茶。 牛油果羽衣甘藍藜麥沙律 HK$82 / 荔枝西柚古樹紅茶 HK$36 這個沙律簡稱是超級食物拼盤，又羽衣甘藍又藜麥，一個人吃兩碗都不怕胖，還有我最喜歡的牛油果呢！ 這個用兩種顏色的櫛瓜和茄子，一片片捲起來再淋上番茄醬，可以吃到櫛瓜的鮮甜，清新怡人。 百靈菇扒配薯菜 HK$108 超好吃！超好吃！這個百靈菇扒我們都很推，那個菇吃起來多汁又飽滿，配搭惹味的燒烤汁，我完全不想分給別人吃。薯菜是牛油豆泥，配汁也是超好吃，而且吃完也不怕餓。 這次的主菜我們沒有點漢堡，但上面的菇扒和這個意粉也超好吃，讓人非常滿足。你看到它一顆顆可能會誤會是意大利飯，其實它是米粒狀的意大利麵，每粒吸收滿滿菠菜汁，吃起來有意粉的彈性，配上Ricotta芝士，又是另一道開始吃就停不下來的菜式。 因為餐點都很好吃的關係，清碟完全沒有難度，也不需要你推我讓。 酥炸素雞槌伴柚子醋 HK$62 這裡的炸雞槌可以做到外脆內軟非常好吃，我們都很喜歡上面酸酸甜甜的柚子醋，加上這個醬有好吃三倍。 甜品當然要試試這裡的招牌茶味雪糕，三款口味分別有鐵觀音、普洱和岩茶，我自己最喜歡岩茶，其餘兩款都是又香又幼滑啦。,1
女朋友下午無啦啦話想食甜品，但年初一就冇咩甜品店開，甘啱行過厚褔街，見到Espuma開左，就去試下。我地叫左個Waffle Devil Black，首先賣相已經好鬼靚好吸引啦，眼淚型既waffle拼出圓形既外表，配合埋其他既甜品裝飾（Oreo餅，蛋糕顆，雪糕球，cream），好豐富圓滿。而個waffle上菜既時候仲系暖烘烘，有點脆口同雞蛋仔既蛋香，配合埋朱古力味既雪糕同埋蛋糕，口感好豐富同有有層次，而且價錢都只不過100蚊左右，夠兩個人食，性價比相當之高，值得一試！🙂         Waffle  -  Devil  Black             44,1
今晚同朋友食生日飯，帶佢食豬手。平時嘅德國餐廳豬手佢都食過，所以今日帶佢去其他地方試下。 呢間不是德國餐廳，即管試試佢。 餐牌都多選擇，又有甜品。             59   意大利飯都有。 Mixed Berry Yogurt $68 感覺好清新，又唔算好沙冰，飲咗好清涼。 豬手出場 脆炸德國咸豬手配蜜糖芥末醬 $278 個皮都算脆，啖啖肉。幾飽肚。 黃金手工蟹波配菠蘿酸忌廉 $  蟹肉份量都幾多，炸得幾香口。 最特別都係佢個汁，酸酸甜甜幾醒胃。 芝士焗加拿大龍蝦意大利飯 $218 芝士起哂絲，醬汁好濃，岩哂重口味嘅人。,2
尖沙咀日本料理、串燒、居酒屋。店內有吧枱及長枱，平日晚上滿座，建議訂位。 左至右池魚皇$48/件、鯛魚$20/件、金目鯛$58/件 池魚魚肉較爽口，加上少許薑，令鮮味更出；鯛魚肉質厚實，本身魚油不多，加了蟹籽及蔥令魚味更出；細膩肥美的金目鯛，普通加上醬油已經足夠。 三文魚刺身$38/2件、油甘魚刺身$68/2件、甘蝦刺身$78/4隻。刺身鮮甜新鮮，甜蝦不用沾任何醬汁也有自身甜味。 蒜片安格斯薄燒$148 肉片下面的芽葉吸了牛肉汁的精華，牛肉肥瘦適中，加上醬汁一吃更美味。 串燒日本黑豚肉$38、免治雞肉棒$28、蘆筍$28。燒物火喉控制得好，豚肉及雞肉棒燒得夠嫩，再配上生雞蛋黃鼓油，令肉質更滑。 煎沖繩餃子$58 正常煎餃。 手打泡菜黑豚肉石頭鍋烏冬$118，一點點辣的湯帶有一點甜味，打半熟蛋拌混連手打烏冬吃更爽口彈牙。,1
"2DP is a really successful vegetarian joint that opened in 2017. Every time I visit, there is something new on the menu. This time I was captivated by the vegetarian fried chicken and the menu is pretty convincing so I am glad Hong Kong has  it now. A few years ago, Temple and Hackney and Temple of Seitan in London started vegan fried chicken and it was so successful that they debuted at the Vegan festival in USA.  Last week London's KFC launched the vegan chicken burger THE IMPOSTER which was sold old within four days. On the menu, there are two types of fried chicken. There is fried chicken and chicken drumsticks. The chicken drumsticks are beancurd sheets wrapped around sugarcane sticks and the fried chicken is made with Seitan which is a chewy protein-rich food made from wheat gluten. Ironically seitan was already used in China during the 6th Century and recently rediscovered as a  wonderful ingredient for vegan fried chicken when it had always been around. I was quite surprised at the size when it arrived because I thought they were going to be the size of chicken nuggets from the menu but they were actually quite big. The coating was crispy and convincing covered in flakey batter. Taking a bite, it was chewy just like chicken flavoured by spices so it was quite comforting but I recommend waiting for it to cool down so you can taste it properly. It is also made with chickpea mash which is full of protein. Adding the ketchup makes it more appetizing although I prefer it without the sauce. Next, I had the veg bacon sandwich which was very filling with egg, floss and peanut butter. Veg bacon is quite addictive because it is salty and smokey. Moving on to desserts, I LOVE MELON so had the melon shaved ice which is made with frozen Hokkaido milk so it was like eating creamy snowflakes that melt in your mouth with juicy melon balls. Also had the Silky tofu which was nourishing with peach tree gum and grass jelly. This was sweet and satisfying. Finished with the fizzy mango and passionfruit soda. Overall, quite an amazing experience and can't wait to come back when they launch new items again.",1
"尖沙咀是一個尋找美食之地, 佈滿不同各種類形的壽司店, 這裡位於加拿分道的中心位置, 無論從地鐵站或西鐵站走路過嚟架只需幾分鐘時間而已, 十分方便 去到已馬上急不及待用店内的平板電腦點菜, 店內的壽司和日料種類繁多, 單點選了最愛的吞拿魚赤身刺身和蟹膏蟹肉沙律作為前菜厚切的吞拿魚赤身新鮮美味, 蟹膏蟹肉沙律絕對是店家的招牌菜, 大大份的蟹膏鋪滿在爽脆的生菜上, 內裏還有一層飽滿的蟹肉碎夾心, 來一份自製的生菜蟹膏蟹肉夾心, 絕對是美食         吞拿魚赤身         蟹膏蟹肉沙律 吃過赤身吞拿魚後, 當然少不了大拖羅壽司和炙燒三文魚壽司, 精緻的壽司用上了木板送上, 賞心悅目的整齊排列, 粉嫩的大拖羅充分表現出入口即溶的角色, 並沒有帶一點兒的根, 這一點是很重要的, 由此可見是用上了上等食材 怎能錯過這裏的精選壽司拼盤呢?  我看見幾乎全部在座的都會點一下這裏的壽司拼盤, 拼盤擺設美美的, 一共有15件, 各款類型熱門的壽司都包括在內, 包括有熱愛的海膽壽司, 味道新鮮甘甜         精選壽司拼盤 這是一頓美味又滿足的晚飯, 店員服務很好, 周不時主動加茶, 上菜速度快, 店面環境以日本淺色木系設計, 給人一種很柔和舒適的感覺 評分如下: 食物質素:  餐廳環境:  服務態度: (以5分為滿分)",1
樓上既一間雞煲....不過係好特別既芝士雞煲.......！ 鍾意伐芝士既一定要黎試下啦....！ 芝味濃度可任意揀.........喜歡吃芝士的可以濃一點..........雞大大件........建議先吃了芝士雞煲......再揀其他配菜......否則太飽吃不完.....！ 雪花牛...👍🏻👍🏻👍🏻 牛栢葉...爽口！ 凍豆腐.......吸哂芝味....👍🏻👍🏻 蘿蔔......甜度剛好！ 菜種類很多...滿瀉....... 果然是芝味粉絲好去處...！,1
同事聚餐，之前訂咗七點，早到十分鐘，侍應小姐一個黑面，以責備的語氣話早到唔好，原來早到都係有錯，聽完侍應小姐訓話完後就不情願地引我們入坐，其實當時入面仲有位。 入坐之後，寫紙點食物，當晚枱號為34，遞交單俾侍另一個侍應小姐，佢即時變成教官話枱號寫錯，係A34，要重新寫過，抱歉我係睇唔到枱號係有A字。 上食物速度好快，可能枱比較細，或者我們進食速度太慢，侍應再上食物時發現枱面無位俾佢擺食物，佢又黑面企定等待，我們想方法騰出位置，然後再從侍應手上取食物再放在枱面。呢個情況反覆重演五至六次。唯一侍應無黑面情況係埋單同準時離開餐廳。 食物質素唔差。 如果要去呢間，大家要準時到達，唔好早到同遲到。問清楚枱號同埋要時時刻刻為枱面預留空位，咁就唔會為難職員，自然佢哋就會交出專業服務態度。,0
"I saw the pictures of the food of this restaurant on my friend's instagram account and hence I decided to give it a try with my classmate! We arrived early after school, which is around 1800 ony, so there is not much people when we are there and the environment is quite comfy After we are seated, the staff served us with warm water which is quite caring as the temperature of that day is a bit cool! Not to say much , but menu time for sure!             50               51               67               57               69               83   actually i have a bit idea after looking at my friend's instagram photo! so we order: Oyster time! There is two types of oyster and this is the one from France! this is very rich and fresh!~ The sushi is very huge in portion and it is very delicious!!             45   I highly recommend this beef served in hot pan as it sauce was FANTASTIC! the beef can fully absord the flavour of it! The wagyu beef sashimi! Can you observe how good it looks and the fat was spreading equally ! so when you bite it , it half melts in your mouth! I love this one so much! as i has uni! the uni quality is oK and the fish are fresh as well!! The portion and thickness is quite high in quality and satisfying! the beef sushi was nice!  the bill is around 660 for two person, so it means you just have to pay for around 300 to enjoy such anice meal!",1
今日來到黃大仙中心南館的和氣食堂食晚飯～ 因為餐廳比較大，位置很多，所以放工時間來到不用等位便可入座～ 餐廳裝修也不錯，坐位舒適～ 一揭開Menu就發覺食物款式選擇很多，沙律、前菜、炸物、壽司、刺身丼、拉麵、甜品... 什麼都有！有選擇困難症的我，也要花點時間，才點好菜～ 哈哈～最後我們點了火炙左口魚邊牛油果沙律，軍艦五點，燒廣島蠔，泡菜黑豚腩鍋，大阪豬扒丼，糯米糍紅豆宇治抹茶牛奶雪糕～             66               64   火炙左口魚邊牛油果沙律 首先試了火炙左口魚邊，真的十分美味！左口魚邊香滑鮮甜，而且很肥美，配上了黑松露醬，更加齒頰留香！牛油果沙律又很清新，整個配搭十分好～ 推介～ 軍艦五點 五款分別是海膽，三文魚籽，香蔥拖羅碎，蟹糕甜蝦，蟹糕帆立貝，五款都很鮮味，而且沒有腥味，特別推介海膽，真是超值～ 燒廣島蠔 燒廣島蠔有兩款口味，一款是蒜蓉燒，一款是芝士燒，兩款都很好味，而且蠔很肥美，沒有腥味，芝士燒那款有厚厚的芝士，真是大滿足～ 泡菜黑豚腩鍋 大大的一鍋，很足料，有泡菜，一些蔬菜例如紹菜，黑豚肉薄薄的，也很肥美，不會太油膩，又有豆腐和韓式粉絲，湯不算太濃，配韓式粉絲一流，吃個不停～ 大阪豬扒丼 賣相十分吸引，有高高的椰菜絲山，下面是滑蛋炸豬扒飯，十分足料～ 豬扒很厚，有肉汁，不過可能是放在椰菜絲和飯中間的關係，而且有滑蛋，所以覺得不夠脆，但味道是好的～ 店員也很樂意為我們提供沙律醬，來拌椰菜吃～ 糯米糍紅豆宇治抹茶牛奶雪糕 甜品賣相也很好，有粉紅色和粉綠色的糯米糍，軟軟滑滑，紅豆甜到剛好，綠茶雪糕綠茶味很香濃，牛奶雪糕味道不算突出，缺點是size少了一點，綠茶愛好者應該未夠滿足～哈哈～ 整體來說，餐廳環境不錯，店員服務也很好，食物選擇很多，而且味道不錯，份量十足，值得推介～,2
"Another great night in TST! We have bookmarked this restaurant to try for awhile and tonight, we finally grabbed the time to dine here.  👉🏻 Homemade Crab Ball with Pineapple Sour Cream $148  This entree seems a must-try dish after reading the online comments. Indeed, it didn’t disappoint us!  The crabmeat ball is huge! Much larger than we thought! Three golden tempting balls were sitting on the plate. It would be even better if they have more decorations on the dish.  The crabmeat tastes yummy, and it was a thin layer of deep fried powder. We love this dish! Recommended!          Homemade  crab  balls   👉🏻 Pan-Fried Scallops & Black Caviar $208  Next we tried this scallop. The presentation was better than the last dish. The fresh taste of scallop is delicious! Plus the Black Caviar on top of the cute little scallops made it tasted more special! One bite for the whole scallop, yum!          Pan  fried  scallops  with  black  caviars   👉🏻 Roasted Goat Cheese & Spinach Stuffed  Chicken Roll $148 This dish was grouped under the Entree items but the size was much bigger than we thought!  The chicken roll is very fulfilling, especially with the rich goat cheese, we were all full after eating this dish.          Roasted  goat  cheese  and  spinach  stuffed  chicken  rolls   👉🏻 House Wine - Blossom Hill White Wine $88  Wine is a must in our gathering haha We ordered red and white wine and both were tasting good! Good value of money!  Overall we were quite pleased with this restaurant. Even thought there were many different comments online, both positive and negatives also, but to us, tonight we had the pleasant night here, with good food, drinks and nice services",2
2018年第一餐搵埋個老死一齊食返餐好既，加上新一年加左人工，決定唔好待薄自己！問朋友想食咩，佢竟然話想食和氣，係我印象中，和氣係一間味道絕對係上等既日本餐廳，價錢唔算特別平，但都唔算特別貴。之前食和氣都有就住叫，呢個晚上我地決定試下叫貴D！             437               425               521               408               412               496   內地環境和餐牌 環境同舊時一樣，都無咩變，裝修一樣。餐牌亦都無乜大改變，唯一特別係多左一張人氣餐牌，種類同以前一樣多，熟食、刺身、壽司、沙律、炸物等等，我地之前都試過哂呢D，既然有人氣餐牌，咁我地主要都係叫返人氣餐牌，同埋睇D名都覺得食物好吸引！         溫泉玉子牛油果凱撒沙律 溫泉玉子牛油果凱撒沙律 ($55) 一向鍾意食日本沙律，溫泉玉子同牛油果都係我地好鍾意既食物，溫泉玉子正常，牛油果味道甜，texture似果蓉好好味，match埋絕對係好味，另外凱撒果個面包脆脆口感好特別，正！         5點刺身盛 5點刺身盛 ($198) 和氣刺身好新鮮，今次決定試下食蠔，配埋檸檬好fresh，好新鮮，不過刺身盛我都係鍾意佢三文魚夠肥美同埋佢特食係有赤貝果個卷，呢個卷我係上次食完好記得，特別鍾意佢呢個卷！         燒日本河豚魚干 燒日本河豚魚干 ($68) 朋友見到有得叫呢個就話一定要叫，呢個魚干係小吃type，點左醬好好味，不過如果我自己一個既話就未必會叫，因為呢個價錢但份量絕對唔算多，但味道就真係好味既，果種質感好似燒尤魚咁。         廣島蠔寄世鍋 廣島蠔寄世鍋 ($ ) 呢個鍋我個人覺得幾抵食，呢個價錢有咁多款海鮮，估唔到連蟹都有，所有海鮮都唔腥，味道係可以的，不過比較之下，我朋友話佢食過牛鍋更好食，不過主要睇鍾意食海鮮定係食牛。         櫻花蝦鯛魚湯泡飯 櫻花蝦鯛魚湯泡飯 ($108) 呢個泡飯好特別，佢會比湯同其他配料你，我地要自己人手泡哈哈，未浸湯之前我同朋友試左啖飯都覺得好食，浸左湯同配料之後，係好味既，最有驚喜係隻蝦，肉頭竟然帶有膏，不得了！         火炙官崎和牛壽司+鵝肝壽司 火炙官崎和牛壽司+鵝肝壽司 ($160) 我地豪食壽司，點左和牛同鵝肝，兩款壽司咁既價錢絕對係有保證，真係好好食，鵝肝入口即融，食落口唔油膩，和牛薄片軟硬度岩岩好，正！         電擊雞亦         宇治抹茶芭菲 推廣優惠: 宇治抹茶芭菲+電擊雞亦 ($68) 雞翼不過不失，味道係凍甜辣，但薯條個粉好正，好好味，有Shakeshake既感覺。和氣必食推介就一定係佢既甜品，呢個甜品好好味，抹茶雪糕再配上mochi，仲有香米脆片同紅豆，真係好好味，推廣價價錢都夠抵！,2
